Registered Provider Name,Outlet Name,Address,Phone,Email,Website,Open Hours,NDIS Category,X,Y
Coburg Home For The Aged Inc,Dorothy Impey Home,"Dorothy Impey Home, 317a Ohea Street, Pascoe Vale South, VIC 3044",03 8102 2400,jacquesd@dorothyimpeyhome.org.au,https://dorothyimpeyhome.org.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,144.9367663,-37.7347695
Monkami Centre Inc,Monkami Centre Inc,"2-6 Dixon Avenue, Croydon, VIC 3136",03 9725 8677,qualitymanager@monkami.org,www.monkami.org,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.2914783,-37.7859681
Baptcare Ltd,Baptcare - Northaven Community,"84-86 Shadforth Street, Kerang, VIC 3579",03 5452 1622,dperry@baptcare.org.au,www.baptcare.org.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,143.9156702,-35.7261054
Leap In!,Leap in! Fitzroy,"Fitzroy, Fitzroy, VIC 3065",1300 057 878,crew@leapin.com.au,www.leapin.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.9784894,-37.7983606
Opendoor Ltd,Opendoor - Sunshine,"Unit 2, 27 Clarke Street, Sunshine, VIC 3020",1800 611 579,disability@opendoor.org.au,www.opendoor.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.8328244,-37.7853144
Annecto Incorporated,Western Metro Region,"David House, Little David Street, Yarraville, VIC 3013",03 9314 0988,mambwe.chipota@annecto.org.au,www.annecto.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.8824857,-37.8154112
Islamic Womens Association Of Australia,IWAA Melbourne,"35 Melbourne Avenue, Glenroy, VIC 3046",0435 878 173,iman.e@iwaa.org.au,www.iwaa.org.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM",Daily Living & Family Support Services,144.9348953,-37.7047521
Baptcare Ltd,Baptcare The Orchards Community,"107 Andersons Creek Road, Doncaster East, VIC 3109",03 9831 7222,gdangerfield@baptcare.org.au,www.baptcare.org.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1715002,-37.7668119
Independence Australia Community Solutio,"Saxby Crt, Traralgon (SASI)","9 Saxby Court, Traralgon East, VIC 3844",1300 577 305,enquiries@sasi.org.au,https://www.independenceaustralia.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,146.5622339,-38.1997176
Aspire Community Services,Aspire Community Services,"72 Kangan Drive, Berwick, VIC 3806",1300 080 405,info@aspirecommunityservices.com.au,www.aspirecommunityservices.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,145.3513959,-38.0483847
Regis Aged Care Pty Ltd,Regis Alawarra Lodge,"Kitchen And Dining, 220 Middleborough Road, Blackburn South, VIC 3130",03 9895 5589,advice@regis.com.au,www.regis.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1366648,-37.8376657
Care Provisions Australia,Care Provisions Australia,"2, Karee Cour, Bairnsdale, VIC 4875",0406 370 244,charity.samuriwo@careprovisions.com.au,www.careprovisions.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,147.6020125,-37.8186561
Atz Health Care Services Pty Ltd,Atz Health Care Services,"18 Bishop Street, Kingsville, VIC 3012",1300 101 289,info@atzcare.com.au,www.atzcare.com.au,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM, Saturday: 8AM-6PM, Sunday: 8AM-6PM",Daily Living & Family Support Services,144.8749497,-37.8095988
Nation Care Pty Ltd,NATION CARE,"75 Ashley Street, Braybrook, VIC 3019",1300 907 018,info@nationcare.com.au,www.nationcare.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.8628942,-37.7919955
Tehila Health Services Pty Ltd,Tehila Health Services,"64 Bridgewater Road, Craigieburn, VIC 3064",03 8351 9265,info@tehilahealthservices.com,tehilahealthservices.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 10AM-5PM, Sunday: 10AM-4PM",Daily Living & Family Support Services,144.9286175,-37.6045548
Apex Care Pty Ltd,Apex Care Pty Ltd,"26 Rich Crescent, Bellfield, VIC 3081",03 8418 2664,xenia.ruan@apex-care.com.au,apex-care.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0429906,-37.7518751
Genu Karingal St Laurence,Genu Karingal St Laurence,"Bayside And Surrounds, 163 Frankston-Dandenong Rd, Frankston, VIC 3199",1300 558 368,corporate@genu.org.au,www.genu.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.1380361,-38.1262557
Dash Access And Inclusion Services,Dash Support Services Pty Ltd,"44 Lakeview Drive, Scoresby, VIC 3179",0438 768 852,mariana@dashsupportservices.com,https://dashaccessandinclusion.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 10AM-2PM",Daily Living & Family Support Services,145.2194476,-37.9140911
Live Life Connect Group,Live Life Connect Group,"Suite 205 / 991 Whitehorse Road, Box Hill, VIC 3128",03 9553 6464,hello@onside.com.au,www.onside.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 8AM-5PM, Sunday: 8AM-5PM",Daily Living & Family Support Services,145.1251013,-37.8179369
South West Healthcare,David Newman Centre,"Camperdown Day Centre, 20 Church Street, Camperdown, VIC 3260",03 5593 7364,dcentre@swh.net.au,www.southwesthealthcare.com.au/swh,Monday: 9AM-5PM,Daily Living & Family Support Services,143.1474409,-38.2307651
East Wimmera Health Service,East Wimmera Health Service Birchip,"24-26 Duncan Street, Birchip, VIC 3483",03 5477 2149,ndis@ewhs.org.au,www.ewhs.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,142.9154524,-35.9800952
The Trustee For Lifeful Discretionary Tr,LifefFul Frankston,"Unit 1, 40 Playne Street, Frankston, VIC 3199",1800 543 338,info@lifeful.com.au,www.lifeful.com.au,Monday: 8AM-5PM,Daily Living & Family Support Services,145.1224574,-38.1451873
Uniting (Victoria And Tasmania),Uniting Vic & Tas - SLES Burgundy Street,"183 Burgundy Street, Heidelberg, VIC 3084",1300 090 989,ndis@vt.uniting.org,https://www.unitingvictas.org.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0637701,-37.756047
Australian Foundation For Disability,AFFORD ADE - Carrum Downs,"17-19 Lieber Grove, Carrum Downs, VIC 3201",1800 233 673,support.centre@afford.com.au,www.afford.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.1608632,-38.102157
Genu Karingal St Laurence,Genu Karingal St Laurence,"53-57 Kookaburra Avenue, Werribee, VIC 3030",1300 558 368,corporate@genu.org.au,www.genu.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.6753532,-37.8853412
Hand In Hand - Home And Community Care (,Hand In Hand - Home And Community Care,"4 School Road, Ferny Creek, VIC 3786",0439 984 567,katalin@hihvic.care,www.hihvic.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.3377883,-37.8839235
Bj Care Services Pty Ltd,Bj Care Services,"38 Ridgemont Drive, Berwick, VIC 3806",0415 089 807,admin@bjcareservices.com.au,www.bjcareservices.com.au,Monday: 9AM-5PM,Daily Living & Family Support Services,145.3393115,-38.0671577
Including You,INCLUDING YOU (MILL PARK),"Roycroft Avenue, Melbourne, VIC 3082",03 8407 0940,intake@includingyou.com.au,www.includingyou.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.0546121,-37.6685373
Gellibrand Support Services,Gellibrand Support Services,"32 Gribble Street, Lucas, VIC 3350",03 9300 5400,services@gellibrand.org.au,www.gellibrand.org.au,"Monday: 7AM-10PM, Tuesday: 7AM-10PM, Wednesday: 7AM-10PM, Thursday: 7AM-10PM, Friday: 7AM-10PM, Saturday: 8AM-11PM, Sunday: 8AM-11PM",Daily Living & Family Support Services,143.7822437,-37.5548488
Elevate Support Care Pty Limited,HOME AND AWAY IN CRANBOURNE,"112 Camms Road, Cranbourne, VIC 3977",0449 873 127,abhi@elevatesupportcare.com.au,elevatesupportcare.com.au,"Monday: 8AM-8PM, Tuesday: 8AM-8PM, Wednesday: 8AM-8PM, Thursday: 8AM-8PM, Friday: 8AM-8PM, Saturday: 8AM-8PM, Sunday: 8AM-8PM",Daily Living & Family Support Services,145.284799,-38.09855
The Personnel Group Ltd,The Personnel Group,"114-116 Wyndham Street, Shepparton, VIC 3630",1300 874 000,hello@personnelgroup.com.au,www.personnelgroup.com.au,"Monday: 9AM-4PM, Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM",Daily Living & Family Support Services,145.4000133,-36.3764618
Unique Care Plus,Unique Care Plus,"Unit 1 43 Price Avenue, Mount Waverley, VIC 3149",0404 313 793,lizpiho@hotmail.com,www.ucplus.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1433217,-37.8748906
Gracious Hands Services,Gracious Hands Services,"17 Weemala Grove, Werribee, VIC 3030",0404 159 390,gracioushandsservices@gmail.com,gracious hands services,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.6154092,-37.9025622
Marriott Support Services,Marriott Lifestyle Hub - Hampton East,"898 Nepean Highway, Hampton East, VIC 3188",0455 829 313,info@marriott.org.au,www.marriott.org.au,"Monday: 9AM-3PM, Tuesday: 9AM-3PM, Wednesday: 9AM-3PM, Thursday: 9AM-3PM, Friday: 9AM-3PM",Daily Living & Family Support Services,145.0354199,-37.9348594
Simply Helping Bayside Peninsula,Simply helping Bayside Penninsula,"27 Buckley Street, Noble Park, VIC 3174",03 9574 0924,gspadmin@simplyhelping.com.au,simplyhelping.com.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM",Daily Living & Family Support Services,145.1746363,-37.9672312
Peer2peer Mentors Pty. Ltd.,Peer2peer Mentors,"Unit 2, 1430 Plenty Road, Bundoora, VIC 3083",0410 255 485,info@peer2peermentors.com.au,https://www.peer2peermentors.com/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.0632596,-37.6923054
Opendoor Ltd,Opendoor - Preston,"375 High Street, Preston, VIC 3072",1800 611 579,disability@opendoor.org.au,www.opendoor.org.au,Monday: 9AM-5PM,Daily Living & Family Support Services,145.00332,-37.740917
Independence Australia Community Solutio,Independence Australia Community Solution,"2 Wanda Court, Aspendale, VIC 3195",1300 577 305,enquiries@sasi.org.au,https://www.independenceaustralia.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1103507,-38.0240834
Estia Investments Pty. Ltd.,Estia Health Wattle Glen,"Estia Health Wattle Glen, 45 Silvan Road, Wattle Glen, VIC 3096",03 9718 2267,wattleglen@estiahealth.com.au,https://www.estiahealth.com.au/,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1940374,-37.6539916
Mccallum Disability Services,McCallum Disability Services Head Office,"7 Smythes Road, Delacombe, VIC 3356",03 5334 1921,randal@mccallum.org.au,www.mccallum.org.au,"Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,143.8248282,-37.5880288
Annecto Incorporated,Annecto Incorporated,"51a Kurunjang Drive, Kurunjang, VIC 3337",03 5366 3000,yourchoice@merrimu.org,www.annecto.org.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.5909742,-37.6717493
Mirridong Services Inc,Apex House,"121 Commercial Road, Yarram, VIC 3971",03 5182 5750,info@mirridong.com.au,www.mirridong.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,146.6772756,-38.5598329
Focus Individualised Support Services,BANKSIA,"90 Arthurs Seat Road, Red Hill, VIC 3937",03 5981 5100,cashmanf@focuslife.com.au,www.focuslife.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0227069,-38.3728068
Newhorizon Prestige Solutions Pty Ltd,Social and community recreational suppor,"32 Hewett Drive, Point Cook, VIC 3030",0402 583 373,info@newhorizonprestigesolutions.com.au,www.newhorizonprestigesolutions.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.7271141,-37.8916035
People's First Choice Australia,People's First Choice Australia,"6 Karingal Drive, Frankston, VIC 3199",0413 548 655,manny@peoplesfirstchoice.com.au,https://www.pfca.com.au/,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.1536502,-38.1369646
The Disability Company,The Disability Company,"Factory 3, 22 Westpool Drive, Hallam, VIC 3803",1300 897 848,services@disabilityco.com,disabilityco.com,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.263258,-38.0136616
Woodbine Inc,Woodbine Gardening and Landscaping,"54 Craig Avenue, Warracknabeal, VIC 3393",03 5398 2166,enquires@woodbine.org.au,www.woodbine.org.au,"Monday: 8AM-3PM, Tuesday: 8AM-3PM, Wednesday: 8AM-3PM, Thursday: 8AM-3PM, Friday: 8AM-3PM",Daily Living & Family Support Services,142.3889296,-36.2481817
Elevate Support Care Pty Limited,Elevate Support Care,"9 Galenia Street, Wollert, VIC 3750",0449 873 127,abhinav@elevatesupportcare.com.au,elevatesupportcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0204904,-37.6104659
Srs,Sunraysia Residential Services Inc.,"877 Fifteenth Street, Mildura, VIC 3500",03 5022 1741,srs@srsinc.com.au,www.srsinc.com.au,"Monday: 9AM-4PM, Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,142.1340434,-34.2042652
Sunset Community Care,Dynamic Care Disability Services,"6 Kangaroo Road, Craigieburn, VIC 3064",0467 255 696,hassan.hashi.hassan@gmail.com,www.sunsetcommunitycare.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-12PM",Daily Living & Family Support Services,144.901706,-37.5683959
St John Of God Accord,St John of God Accord - Community Campus,"135 Melbourne Avenue, Glenroy, VIC 3046",1300 002 226,accord.ceo@sjog.org.au,www.accorddisability.org.au,"Monday: 8AM-10PM, Tuesday: 8AM-10PM, Wednesday: 8AM-10PM, Thursday: 8AM-10PM, Friday: 8AM-10PM, Saturday: 8AM-10PM, Sunday: 8AM-10PM",Daily Living & Family Support Services,144.9225162,-37.7033097
Melba Support Services Australia Ltd,Melba Support Services Australia,"15-21 Buckley Street, Morwell, VIC 3840",1300 696 352,nikki.ferris@melbasupport.com.au,www.melbasupport.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,146.3973671,-38.2350964
Autumn Care Pty Ltd,Autumn Care,"Clovelly Cottage, 16 Stewart Street, Boronia, VIC 3155",03 9762 2078,ccmanager@autumncareac.com,www.autumncareac.com,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.289153,-37.852655
Gellibrand Support Services,Gellibrand Support Services,"24 Withers Street, Sunshine, VIC 3020",03 9300 5400,services@gellibrand.org.au,www.gellibrand.org.au,"Monday: 9AM-9PM, Tuesday: 9AM-9PM, Wednesday: 9AM-9PM, Thursday: 9AM-9PM, Friday: 9AM-9PM, Saturday: 9AM-9PM, Sunday: 9AM-9PM",Daily Living & Family Support Services,144.8343116,-37.7860606
Opendoor Ltd,Opendoor - Lilydale,"Unit 3, 2 Clarke Street, Lilydale, VIC 3140",1800 611 579,disability@opendoor.org.au,www.opendoor.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.3510441,-37.7586996
Elevate Support Care Pty Limited,Elevate Support Care,"447 Frankston-Dandenong Road, Frankston North, VIC 3200",0449 873 127,abhinav@elevatesupportcare.com.au,elevatesupportcare.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.1570072,-38.1134937
Careability Pty Ltd,CareAbility - Community,"42 Progress Drive, Carrum Downs, VIC 3201",0400 765 544,careabilityaus@gmail.com,www.careability.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.1725789,-38.0874783
Asteria Services Incorporated,ASTERIA Admin & Centre Based Activities,"14 Lockwood Road, Kangaroo Flat, VIC 3555",03 5441 3537,bendigo@asteria.net.au,www.asteria.net.au,Monday: 9AM-5PM,Daily Living & Family Support Services,144.2282681,-36.7984687
Focus Individualised Support Services,Focus Individualised Support Services,"2 Balcombe Drive, Mount Martha, VIC 3934",03 5981 5100,cashmanf@focuslife.com.au,www.focuslife.com.au,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.0568641,-38.2547539
Blairlogie Living And Learning Inc,Blairlogie Living And Learning,"13 Mundaring Drive, Cranbourne, VIC 3977",03 5978 7900,admin@blairlogie.org,www.blairlogie.org,"Monday: 12AM-11PM, Tuesday: 12AM-11PM, Wednesday: 12AM-11PM, Thursday: 12AM-11PM, Friday: 12AM-11PM, Saturday: 12AM-11PM, Sunday: 12AM-11PM",Daily Living & Family Support Services,145.2807244,-38.1066415
Safe Solutions Care,Safe Solutions Care,"31 Fraser Street, Herne Hill, VIC 3218",0409 026 163,sue@safesolutionscare.com.au,www.safesolutionscare.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.3217042,-38.1386657
Exaudy Care Pty Ltd,Exaudy Care Day Centre,"71 Stud Road, Dandenong, VIC 3175",0480 226 622,grady@exaudycare.com.au,www.exaudycare.com.au,"Monday: 9AM-4PM, Tuesday: 9AM-4PM, Wednesday: 9AM-4PM, Thursday: 9AM-4PM, Friday: 9AM-4PM",Daily Living & Family Support Services,145.2217317,-37.9784807
Including You,Including You,"72 Leonard Street, Tootgarook, VIC 3941",03 8407 0940,director@includingyou.com.au,www.includingyou.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.8430229,-38.3780366
Cindemvale Pty Ltd,Cindemvale,"23a Mint Street, Wodonga, VIC 3690",02 6000 1999,liana@cindemvale.com.au,www.cindemvale.com.au,"Monday: 8AM-4PM, Tuesday: 8AM-4PM, Wednesday: 8AM-4PM, Thursday: 8AM-4PM, Friday: 8AM-4PM",Daily Living & Family Support Services,146.8953502,-36.1229367
Dutiful Care,Dutiful Care,"3 Turmeric Avenue, Mickleham, VIC 3064",0450 555 500,simin.ilkhani@yahoo.com,https://dutifulcare.com.au/,"Monday: 8AM-6PM, Tuesday: 8AM-6PM, Wednesday: 8AM-6PM, Thursday: 8AM-6PM, Friday: 8AM-6PM, Saturday: 10AM-4PM, Sunday: 10AM-4PM",Daily Living & Family Support Services,144.8909957,-37.5466489
Leap In!,Leap in! Preston,"Preston, Preston, VIC 3072",1300 057 878,crew@leapin.com.au,www.leapin.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.0107588,-37.7399362
Care Au,Care AU- Head Office,"232 High Street, Preston, VIC 3072",1300 227 308,info@careau.com.au,www.careau.com.au,"Monday: 12AM-12PM, Tuesday: 12AM-12PM, Wednesday: 12AM-12PM, Thursday: 12AM-12PM, Friday: 12AM-12PM, Saturday: 12AM-12PM, Sunday: 12AM-12PM",Daily Living & Family Support Services,145.0034843,-37.7438662
Vhcc,Vhcc,"Factory 2, 1523 Sydney Road, Campbellfield, VIC 3061",1300 048 422,info@vhcc.com.au,www.vhcc.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.9558444,-37.6804114
Opendoor Ltd,Opendoor - Wantirna South,"2 Capital City Boulevard, Wantirna South, VIC 3152",1800 611 579,disability@opendoor.org.au,www.opendoor.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,145.2435961,-37.8701048
Annecto Incorporated,Annecto Incorporated,"Northern Metro Suite 4, Level 2/ 78, Main Street, Greensborough, VIC 3088",03 9386 5686,northern@annecto.org.au,www.annecto.org.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,145.1048986,-37.7035319
Expression Australia,Expression Australia - Barwon South West,"Shop 4, 96 Pakington St, Geelong West, VIC 3218",03 5221 2602,geelong@expression.com.au,www.expression.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: 9AM-5PM, Sunday: 9AM-5PM",Daily Living & Family Support Services,144.3492346,-38.1378434
Leap In!,Leap in! Sunshine,"Sunshine, Sunshine, VIC 3020",1300 057 878,crew@leapin.com.au,www.leapin.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.8325721,-37.7880381
Ability Plus Disability Services Pty Ltd,Ability Plus Disability Service,"Unit 5, 74 Thomsons Road, Keilor Park, VIC 3042",03 9555 1150,admin@abilityp.com.au,www.abilityp.com.au,"Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM",Daily Living & Family Support Services,144.8472616,-37.7193324
